"Nom";"Prénom";"Date_depot";"Version";"Type_mandat";"Mandat";"Section";"Description";"Détails";"Valeur";"ver"
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"valeursenboursedto";"pea";"";100;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"valeursenboursedto";"pea";"";0;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"assuranceviedto";"société générale";"";1461830;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"assuranceviedto";"société générale";"";160;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte courant";"société générale";61563;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"pel";"société générale";69802;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"livret a";"société générale";179;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte d'épargne";"société générale";27;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte courant";"société générale";0;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"vehiculedto";"terrestre à moteur";"";1000;4
"attal";"gabriel";2022-06-28;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"passifdto";"prêt in fine";"société générale";670000;4
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"scidto";"[données non publiées]";"8.0";100;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"valeursenboursedto";"pea";"";100;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"valeursenboursedto";"pea";"";0;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"assuranceviedto";"société générale";"";1461830;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"assuranceviedto";"société générale";"";160;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte courant";"société générale";61563;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"pel";"société générale";69802;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"livret a";"société générale";179;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte d'épargne";"société générale";27;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"comptesbancairedto";"compte courant";"société générale";0;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"vehiculedto";"terrestre à moteur";"";1000;3
"attal";"gabriel";2022-11-18;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé des comptes publics";"passifdto";"prêt in fine";"société générale";670000;3
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"immeubledto";"appartement";"54";175982;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"immeubledto";"maison individuelle";"130";307969;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale calédonienne de banque";-2485;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale calédonienne de banque";3100;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte d'épargne";"société générale calédonienne de banque";9433;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale";60;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"pel";"société générale";43423;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"vehiculedto";"terrestre à moteur";"";3000;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"passifdto";"prêt immobilier";"casden";121732;2
"backes";"sonia";2022-07-29;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"passifdto";"emprunt bancaire";"casden";602267;2
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"immeubledto";"appartement";"54";175982;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"immeubledto";"maison individuelle";"130";307969;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale calédonienne de banque";-2485;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale calédonienne de banque";3100;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte d'épargne";"société générale calédonienne de banque";9433;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"compte courant";"société générale";60;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"comptesbancairedto";"pel";"société générale";43423;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"vehiculedto";"terrestre à moteur";"";3000;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"passifdto";"prêt immobilier";"casden";60686;1
"backes";"sonia";2022-10-30;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'intérieur";"passifdto";"emprunt bancaire";"casden";301134;1
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"immeubledto";"appartement";"126";34452;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"immeubledto";"local commercial";"203";21600;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"immeubledto";"appartement";"150";373896;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"immeubledto";"studio";"37";94104;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"immeubledto";"maison individuelle";"180";777792;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"scidto";"[données non publiées]";"32.5";1;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"valeursnonenboursedto";"explain (ex liegey muller pons)";"";27816;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"valeursenboursedto";"fcpr";"";12032;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"assuranceviedto";"axa";"";3939;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"assuranceviedto";"crédit agricole";"";1570156;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"caisse d'epargne";8612;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"livret a";"caisse d'epargne";93;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"crédit agricole";472;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"crédit agricole";42075;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"crédit agricole";714;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte de liquidité pea pme";"cic";45;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte d'épargne";"cic";56011;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"cic";280999;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte courant";"cic";0;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"comptes parts sociales";"caisse d'epargne";20;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"pea pme";"cic";0;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"dépot titres";"cic";0;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte chèque";"crédit agricole";2706;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte espèce pea";"crédit agricole";100;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"compte chèque";"crédit agricole";4100;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"dépôt à terme";"crédit agricole";0;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"comptesbancairedto";"pea";"crédit agricole";0;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"autrebiendto";"sci [données non publiées]";"compte courant d'associés";126567;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"autrebiendto";"sci [données non publiées]";"compte courant d'associé";45181;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"autrebiendto";"caisse des règlements pécuniaires des avocats du barreau de lyon";"liquidités";313573;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"bienetrangerdto";"compte d'épargne";"401(k) plan d'épargne retraite herbergé par l'employeur (mit) sujet à des pénalités en cas de retrait anticipé. [données non publiées]";89561;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"bienetrangerdto";"compte courant";"";1681;3
"barrot";"jean-noel";2022-08-10;"0";"membre du gouvernement";"ministre délégué auprès du ministre de l'économie des finances et de la souveraineté industrielle et numérique chargé de la transition numérique et des télécommunications";"passifdto";"emprunt immobilier";"crédit agricole";359365;3
"beaune";"clément";2022-07-19;"0";"membre du gouvernement";"ministre délégué auprès du ministre de la transition écologique et de la cohésion des territoires chargé des transports";"immeubledto";"appartement";"51";630000;1
"beaune";"clément";2022-07-19;"0";"membre du gouvernement";"ministre délégué auprès du ministre de la transition écologique et de la cohésion des territoires chargé des transports";"comptesbancairedto";"compte courant";"banque transatlantique";157;1
"beaune";"clément";2022-07-19;"0";"membre du gouvernement";"ministre délégué auprès du ministre de la transition écologique et de la cohésion des territoires chargé des transports";"comptesbancairedto";"livret a";"banque transatlantique";30000;1
"beaune";"clément";2022-07-19;"0";"membre du gouvernement";"ministre délégué auprès du ministre de la transition écologique et de la cohésion des territoires chargé des transports";"comptesbancairedto";"ldd";"banque transatlantique";3350;1
"beaune";"clément";2022-07-19;"0";"membre du gouvernement";"ministre délégué auprès du ministre de la transition écologique et de la cohésion des territoires chargé des transports";"passifdto";"emprunt bancaire";"banque transatlantique";575750;1
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"immeubledto";"maison individuelle";"140";330000;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"immeubledto";"appartement";"187";980000;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"immeubledto";"immeuble habitation et fonds de commerce";"435";169000;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";47;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";327;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"ldd";"crédit mutuel [données non publiées]";2827;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte d'épargne";"crédit mutuel [données non publiées]";24836;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"bnp [données non publiées]";950;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"bnp [données non publiées]";691;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"livret a";"bnp [données non publiées]";22824;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"ldd";"bnp [données non publiées]";1207;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";3218;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";730;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"comptesbancairedto";"livret bleu";"crédit mutuel [données non publiées]";122;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"vehiculedto";"terrestre à moteur";"";21000;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"passifdto";"prêt pour l'acquisition de la maison située au [données non publiées]";"crédit mutuel [données non publiées]";201445;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"passifdto";"pret immobilier";"crédit mutuel";354995;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"passifdto";"prêt travaux";"crédit mutuel [données non publiées]";3249;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"passifdto";"emprunt bancaire";"bnp paribas";15239;2
"becht";"olivier";2022-07-17;"0";"membre du gouvernement";"ministre délégué(e) auprès du ministre de l'europe et des affaires étrangères en charge du commerce extérieur et de l'attractivité";"passifdto";"prêt personnel";"crédit mutuel [données non publiées]";33500;2
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"immeubledto";"maison individuelle";"140";330000;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"immeubledto";"appartement";"187";980000;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"immeubledto";"immeuble habitation et fonds de commerce";"435";169000;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";382;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";4688;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"ldd";"crédit mutuel [données non publiées]";727;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte d'épargne";"crédit mutuel [données non publiées]";24836;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte courant";"bnp [données non publiées]";1052;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte courant";"bnp [données non publiées]";704;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"livret a";"bnp [données non publiées]";22824;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"ldd";"bnp [données non publiées]";1207;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"compte courant";"crédit mutuel [données non publiées]";361;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"comptesbancairedto";"livret bleu";"crédit mutuel [données non publiées]";122;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"vehiculedto";"terrestre à moteur";"";21000;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"passifdto";"prêt pour l'acquisition de la maison située au [données non publiées]";"crédit mutuel [données non publiées]";200310;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"passifdto";"pret immobilier";"crédit mutuel";353262;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"passifdto";"prêt travaux";"crédit mutuel [données non publiées]";3175;1
"becht";"olivier";2022-11-03;"0";"membre du gouvernement";"ministre délégué auprès de la ministre de l'europe et des affaires étrangères chargé du commerce extérieur de l'attractivité et des français de l'étranger";"passifdto";"emprunt bancaire";"bnp paribas";14955;1
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"immeubledto";"maison individuelle";"310";500000;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"scidto";"[données non publiées]";"50.0";140000;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"scidto";"[données non publiées]";"50.0";90000;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"valeursenboursedto";"pea";"";2800;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"assuranceviedto";"crédit mutuel";"";11876;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"assuranceviedto";"mutex union carel";"";46911;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"assuranceviedto";"mutex union carel";"";29009;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"assuranceviedto";"mutex union carel";"";18335;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"compte courant";"société générale";374;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"compte courant";"crédit mutuel";4304;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"compte courant";"crédit mutuel";6453;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"compte courant";"crédit mutuel";78;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"livret a";"crédit mutuel";22950;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"livret a";"crédit mutuel";22950;4
"bechu";"christophe";2022-07-16;"0";"membre du gouvernement";"ministre de la transition écologique et de la cohésion des territoires";"comptesbancairedto";"ldd";"crédit mutuel";12000;4
