"Nom";"Prénom";"Date_depot";"Version";"Type_mandat";"Mandat";"Section";"Description";"Détails";"Valeur";"ver"
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"maison individuelle";"200";188000;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"maison individuelle";"136";441750;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"appartement";"285";55000;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"garage";"20";4125;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"valeursenboursedto";"compte titre";"";45;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"assuranceviedto";"c r du crédit agricole [données non publiées]";"";195102;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"compte courant";"cr ca [données non publiées]";3466;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"livret a";"cr ca [données non publiées]";353;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"pel";"cr ca [données non publiées]";60303;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"vehiculedto";"terrestre à moteur";"";15000;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"passifdto";"prêt pour acquisition véhicule";"socram banque maif";4854;4
"belloubet";"nicole";2017-08-06;"na";"membre du gouvernement";"ministre de la justice";"passifdto";"prêt logement";"cr ca [données non publiées]";208693;4
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"maison individuelle";"200";188000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"maison individuelle";"136";441750;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"appartement";"285";55000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"appartement";"61";217000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"appartement";"32";47000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"maison";"184";72000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"immeubledto";"garage";"20";4125;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"valeursenboursedto";"compte titre";"";45;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"assuranceviedto";"c r du crédit agricole [données non publiées]";"";195102;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"compte courant";"cr ca [données non publiées]";3466;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"livret a";"cr ca [données non publiées]";353;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"comptesbancairedto";"pel";"cr ca [données non publiées]";60303;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"vehiculedto";"terrestre à moteur";"";15000;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"passifdto";"prêt pour acquisition véhicule";"socram banque maif";4854;3
"belloubet";"nicole";2017-12-01;"na";"membre du gouvernement";"ministre de la justice";"passifdto";"prêt logement";"cr ca [données non publiées]";208693;3
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"immeubledto";"appartement";"240";840000;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"immeubledto";"maison individuelle";"190";350000;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"valeursenboursedto";"compte titre";"";30986;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"valeursenboursedto";"pea";"";1093;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"assuranceviedto";"societe generale";"";17264;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"compte courant";"societe generale";22702;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"livret a";"societe generale";284;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"pel";"societe generale";3998;2
"blanquer";"jean-michel";2017-07-19;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"compte courant";"societe generale";0;2
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"immeubledto";"appartement";"240";484000;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"immeubledto";"maison individuelle";"190";430000;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"valeursenboursedto";"compte titre";"";30986;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"valeursenboursedto";"pea";"";1093;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"assuranceviedto";"societe generale";"";17264;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"compte courant";"societe generale";22702;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"livret a";"societe generale";284;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"pel";"societe generale";3998;1
"blanquer";"jean-michel";2017-12-07;"na";"membre du gouvernement";"ministre de l'education nationale";"comptesbancairedto";"compte courant";"societe generale";0;1
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"immeubledto";"appartement";"68";576000;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"immeubledto";"appartement";"43";410000;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"valeursenboursedto";"pea";"";100;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"valeursenboursedto";"pea";"";15278;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"valeursenboursedto";"pea";"";931;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"assuranceviedto";"société générale";"";42914;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"comptesbancairedto";"compte courant";"société générale";61425;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"comptesbancairedto";"livret a";"société générale";23093;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"comptesbancairedto";"ldd";"société générale";11174;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"comptesbancairedto";"pel";"société générale";72051;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"comptesbancairedto";"compte d'épargne";"société générale";238;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"vehiculedto";"terrestre à moteur";"";10780;2
"borne";"elisabeth";2017-05-26;"na";"membre du gouvernement";"ministre chargé des transports";"passifdto";"prêt immobilier";"société générale";189281;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"35";122000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"100";1119000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"maison individuelle";"90";300000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"18";136000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"71";295000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"scidto";"[données non publiées]";"50.0";21931;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"scidto";"[données non publiées]";"50.0";375000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"valeursenboursedto";"compte titre";"";16705;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"valeursenboursedto";"compte titre";"";20576;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"assuranceviedto";"agrr";"";61433;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"assuranceviedto";"ag2r";"";408338;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";3166;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";-13579;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"ste gle";993;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"caisse d'epargne";13356;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";3660;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"meubles standards [données non publiées]";"";30000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"tableaux *8 [données non publiées]";"";16000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"bijoux";"";10000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"vehiculedto";"terrestre à moteur";"";2000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"vehiculedto";"terrestre à moteur";"";2000;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"autrebiendto";"sci [données non publiées]";"cpt courant [données non publiées]";36833;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"caisse d'epargne";320496;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"ste generale";173841;2
"buzyn";"agnès";2017-07-16;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"lcl";6981;2
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"17";122000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"117";1119000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"maison individuelle";"90";300000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"18";136000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"immeubledto";"appartement";"71";295000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"scidto";"[données non publiées]";"50.0";43392;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"scidto";"[données non publiées]";"33.33";375000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"valeursenboursedto";"compte titre";"";16705;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"valeursenboursedto";"compte titre";"";20576;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"assuranceviedto";"agrr";"";61433;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"assuranceviedto";"ag2r";"";408338;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";3166;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";-13579;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"ste gle";993;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"caisse d'epargne";13356;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"comptesbancairedto";"compte courant";"lcl";3660;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"meubles standards [données non publiées]";"";30000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"tableaux *8 [données non publiées]";"";16000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"biendiverdto";"bijoux";"";10000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"vehiculedto";"terrestre à moteur";"";2000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"vehiculedto";"terrestre à moteur";"";2000;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"autrebiendto";"sci [données non publiées]";"cpt courant [données non publiées]";36833;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"caisse d'epargne";320496;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"ste generale";173841;1
"buzyn";"agnès";2017-12-07;"na";"membre du gouvernement";"ministre des solidarités et de la santé";"passifdto";"emprunt";"lcl";6981;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"immeubledto";"maison individuelle";"250";750000;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"immeubledto";"appartement";"85";107000;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"valeursenboursedto";"compte titre";"";44932;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"valeursenboursedto";"compte titre";"";48235;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"valeursenboursedto";"pea";"";51893;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"bnpparibas";"";114705;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"capma et capmi";"";12594;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"maif parnasse";"";69774;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"bnpparibas";"";2949;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"bnpparibas";"";19447;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"bnpparibas";"";24876;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"assuranceviedto";"bnpparibas";"";25019;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"comptesbancairedto";"compte courant";"bnpparibas";-253;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"comptesbancairedto";"compte courant";"bnpparibas";56226;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"comptesbancairedto";"compte courant";"bnpparibas";598;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"comptesbancairedto";"compte courant";"bnpparibas";1903;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"comptesbancairedto";"ldd";"bnpparibas";1074;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"vehiculedto";"terrestre à moteur";"";5500;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"vehiculedto";"terrestre à moteur";"";4000;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"vehiculedto";"terrestre à moteur";"";9500;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"passifdto";"pret";"bnpparibas";5059;1
"castaner";"christophe";2017-06-29;"na";"membre du gouvernement";"secrétaire d'état aux relations avec le parlement";"passifdto";"pret";"bnpparibas";191773;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"maison individuelle";"160";578000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"appartement";"105";100000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"appartement";"33";17500;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"appartement";"18";40000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"appartement";"18";42000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"immeubledto";"appartement";"31";118403;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursnonenboursedto";"soligest";"";2500;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursnonenboursedto";"[données non publiées]";"";120;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursenboursedto";"détention directe";"";86748;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursenboursedto";"compte titre";"";5000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursenboursedto";"compte titre";"";5200;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"valeursenboursedto";"compte titre";"";47;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"assuranceviedto";"himalya generali patrimoine";"";307006;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"assuranceviedto";"afer";"";1828;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"pel";"ce [données non publiées]";1675;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"cel";"ce [données non publiées]";313;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte d'épargne";"ce [données non publiées]";103;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"ldd";"ce [données non publiées]";933;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"livret a";"ce [données non publiées]";6680;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte courant";"ce [données non publiées]";3740;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte courant";"ce [données non publiées]";2969;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte courant";"ce [données non publiées]";-3167;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte courant";"ce [données non publiées]";-1050;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"comptesbancairedto";"compte courant";"ing direct";265;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"vehiculedto";"terrestre à moteur";"";18000;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"irpp 2016";"tresor public";11285;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"isf 2016";"tresor public";3243;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"emprunt immobilier";"ce [données non publiées]";33316;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"emprunt immobilier n° [données non publiées]";"ce [données non publiées]";33316;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"emprunt immobilier achat [données non publiées] n° [données non publiées]";"ce [données non publiées]";260755;1
"cluzel";"sophie";2017-06-12;"na";"membre du gouvernement";"secrétaire d'etat chargé des personnes handicapées";"passifdto";"emprunt n° [données non publiées]";"ce [données non publiées]";81501;1
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"immeubledto";"appartement";"26";220000;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"immeubledto";"local commercial";"49";120000;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"scidto";"[données non publiées]";"50.0";50000;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"ldd";"credit agricole";448;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"cel";"credit agricole";3017;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"compte courant";"credit agricole";14501;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"compte d'épargne";"credit agricole";4825;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"vehiculedto";"terrestre à moteur";"";3170;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation";"le sénat";2066;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation";"le sénat";4235;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation familiale";"le sénat";242;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation familiale";"le sénat";1090;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"prët";"le sénat";8615;2
"collomb";"gérard";2017-07-17;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"prët habitat";"credit agricole";34340;2
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"immeubledto";"appartement";"26";220000;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"immeubledto";"local commercial";"49";120000;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"scidto";"[données non publiées]";"50.0";315300;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"ldd";"credit agricole";448;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"cel";"credit agricole";3017;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"compte courant";"credit agricole";14501;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"comptesbancairedto";"compte d'épargne";"credit agricole";4825;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"vehiculedto";"terrestre à moteur";"";3170;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation";"le sénat";2066;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation";"le sénat";4235;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation familiale";"le sénat";242;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"dotation familiale";"le sénat";1090;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"prët";"le sénat";8615;1
"collomb";"gérard";2017-10-09;"na";"membre du gouvernement";"ministre de l'intérieur";"passifdto";"prët habitat";"credit agricole";34340;1
"darmanin";"gérald";2017-07-17;"na";"membre du gouvernement";"ministre de l'action et des comptes publics";"immeubledto";"terrain";"0";30000;4
"darmanin";"gérald";2017-07-17;"na";"membre du gouvernement";"ministre de l'action et des comptes publics";"assuranceviedto";"aviva";"";1592;4
"darmanin";"gérald";2017-07-17;"na";"membre du gouvernement";"ministre de l'action et des comptes publics";"comptesbancairedto";"compte courant";"la banque postale";8477;4
"darmanin";"gérald";2017-07-17;"na";"membre du gouvernement";"ministre de l'action et des comptes publics";"vehiculedto";"terrestre à moteur";"";8200;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"immeubledto";"maison individuelle";"200";385000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"immeubledto";"maison individuelle";"150";60000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"40.0";5000;4
